CUSTOMER_ID,ORDER_NUMBER,MATERIAL_NUMBER
788,138401,416
789,64646,183
789,64646,1539
789,64646,2740
792,184463,659
792,184463,106
792,184463,14428
792,184463,14429
792,184463,554
792,184463,1771
792,184463,190
793,61826,18563
793,61826,18581
793,61826,18584
793,61826,5761
793,61826,2740
794,64716,18555
795,220638,1101
795,220638,124
795,220638,901
795,220638,9116
795,220638,77
795,220638,118
800,70635,15431
801,66541,1850
802,61868,15427
802,61868,15402
802,61868,15405
803,67807,84
803,67807,135
804,62888,158
804,62888,2056
805,67118,6940
805,67118,15813
807,66550,15352
807,66550,15415
807,66550,349
807,66550,15405
810,60466,6940
810,60466,10
810,60466,15405
810,60466,77
813,86698,142
814,68980,1609
815,86759,14734
817,67434,4
817,67434,398
818,62828,6
819,66291,22
819,66291,5759
819,66291,18564
820,61217,15391
820,61217,6876
822,65339,32
822,65339,2797
822,65339,6703
823,70871,10
826,60204,2740
828,60208,2740
830,80574,3938
830,80574,65
830,80574,16446
831,67101,46
831,67101,77
832,65639,15427
832,65639,67
832,65639,15405
833,61711,155
833,61711,14985
833,61711,10
833,61711,77
834,153938,18249
835,74717,195
836,63932,412
841,77009,101
841,77009,36
841,77009,1773
841,77009,22264
842,61858,357
843,227460,561
843,227460,177
848,91945,19655
849,68351,238
850,58555,2740
852,60433,18558
852,60433,4121
852,60433,2740
855,67647,1887
860,67598,3112
860,67598,117
861,64085,15402
861,64085,10
862,67730,15528
862,67730,32
863,70187,6452
867,67533,18399
867,67533,670
867,67533,10
867,67533,14822
867,67533,15331
869,208150,4204
869,208150,39
870,65176,18313
872,63544,15503
872,63544,67
874,77486,359
874,77486,14734
877,97359,830
878,215262,15749
880,222615,15
880,222615,366
880,222615,15688
880,222615,195
880,222615,398
880,222615,141
881,101572,18619
881,101572,14734
883,59993,16955
884,90852,18940
884,90852,19205
884,90852,142
884,90852,51
884,90852,6794
888,63660,6841
888,63660,15402
890,63937,15264
890,63937,6964
890,63937,647
890,63937,15405
890,63937,6097
890,63937,27
891,204194,1111
891,204194,19349
891,204194,23499
891,204194,23582
891,204194,1082
891,204194,20323
891,204194,449
891,204194,23244
891,204194,127
891,204194,4858
894,67975,5851
897,211006,20108
898,69829,6590
898,69829,6841
898,69829,15308
898,69829,15419
898,69829,2348
898,69829,490
899,67300,398
899,67300,1495
900,69454,548
900,69454,384
901,78394,384
901,78394,963
902,210138,60
902,210138,742
902,210138,387
902,210138,383
902,210138,398
902,210138,1832
902,210138,15743
902,210138,6753
902,210138,1795
902,210138,15789
902,210138,2705
905,229097,39
906,74233,429
907,183975,1
908,204309,1767
908,204309,5414
909,214446,1575
909,214446,46
913,88247,100
913,88247,690
913,88247,1952
913,88247,17551
913,88247,149
913,88247,42
913,88247,908
913,88247,19390
913,88247,19389
913,88247,18396
913,88247,288
913,88247,184
914,230392,636
915,69855,47
915,69855,15296
916,64689,6853
917,208121,270
918,68169,15107
918,68169,50
919,159637,73
920,83363,238
920,83363,2019
922,79350,142
923,116592,1181
924,115409,5610
925,70238,155
926,122713,19631
926,122713,21638
926,122713,198
927,160223,61
928,71391,14918
929,101296,62
932,110063,67
932,110063,5610
933,66123,62
934,66431,2047
935,82570,897
935,82570,142
937,63745,16573
939,70540,193
946,62749,14939
946,62749,14918
947,69787,778
951,69804,15187
957,63214,131
958,63970,14950
959,65804,616
960,62291,32
962,68174,359
962,68174,142
963,81264,1235
963,81264,193
964,81040,18940
965,70832,15454
965,70832,15439
965,70832,15440
965,70832,15441
965,70832,15500
966,93650,94
967,69336,16926
969,70903,15975
971,72055,2868
972,71874,384
974,108505,778
976,109479,416
977,66061,342
977,66061,394
980,161596,232
981,80734,193
982,197943,335
984,98859,94
985,86026,354
985,86026,193
986,158609,69
986,158609,20761
986,158609,324
986,158609,968
986,158609,1219
986,158609,640
987,68562,4079
987,68562,14904
987,68562,14905
988,62501,14918
992,72205,3869
996,72196,14782
999,100057,31
999,100057,15055
1000,70894,14769
1000,70894,14782
1000,70894,14932
1003,71433,1
1004,68799,14909
1005,72450,4
1006,90888,1998
1006,90888,15726
1006,90888,67
1006,90888,15067
1007,217957,185
1008,225042,16932
1011,98505,3994
1011,98505,103
1012,72021,235
1019,73622,106
1019,73622,235
1019,73622,127
1020,92769,19
1020,92769,5938
1020,92769,2660
1020,92769,791
1020,92769,189
1021,102266,3770
1022,73794,235
1025,177235,6119
1025,177235,2507
1025,177235,2500
1026,139134,16109
1026,139134,21395
1026,139134,5320
1026,139134,5488
1026,139134,609
1026,139134,1556
1026,139134,5414
1028,188036,16707
1028,188036,74
1028,188036,67
1028,188036,32
1029,82574,897
1030,88392,1094
1031,65831,2014
1031,65831,184
1032,69419,16540
1034,79581,142
1038,215244,1854
1038,215244,475
1039,84473,1998
1039,84473,61
1040,121784,3395
1040,121784,21132
1040,121784,20854
1040,121784,351
1040,121784,627
1040,121784,862
1040,121784,447
1041,67384,15482
1041,67384,1998
1041,67384,5757
1041,67384,14915
1041,67384,15415
1041,67384,74
1041,67384,652
1041,67384,14934
1041,67384,145
1041,67384,6844
1041,67384,6902
1041,67384,3094
1041,67384,1272
1041,67384,2738
1041,67384,15404
1043,150550,1498
1043,150550,5390
1045,70292,803
1045,70292,173
1046,67833,10
1047,66543,312
1047,66543,15415
1049,205063,2392
1049,205063,20024
1052,106783,155
1052,106783,23719
1052,106783,23720
1052,106783,428
1052,106783,1287
1052,106783,656
1052,106783,3303
1052,106783,562
1052,106783,203
1052,106783,64
1054,200156,1310
1057,88599,16561
1059,109357,652
1059,109357,18749
1062,110155,19
1062,110155,51
1063,209106,22591
1064,72264,3778
1064,72264,4
1066,88772,3748
1066,88772,1
1067,69244,1924
1067,69244,15352
1067,69244,155
1067,69244,173
1067,69244,10
1071,68995,778
1072,65801,2774
1074,67245,6853
1074,67245,775
1074,67245,16395
1074,67245,235
1075,75366,19
1075,75366,6
1075,75366,10
1080,217369,3927
1080,217369,16554
1084,195443,13863
1085,79213,3748
1086,87653,1359
1088,116046,160
1089,173385,12913
1092,66587,1270
1092,66587,66
1093,197339,73
1095,111909,468
1097,205981,16669
1099,77520,1998
1099,77520,142
1099,77520,2640
1099,77520,841
1099,77520,61
1099,77520,131
1099,77520,416
1100,64121,32
1100,64121,647
1101,72729,14782
1102,103209,67
1103,86769,155
1107,201876,64
1108,77476,16446
1108,77476,16561
1110,79975,21547
1110,79975,1094
1112,69285,62
1115,234183,269
1116,185952,7557
1116,185952,12426
1116,185952,5338
1117,72167,16656
1117,72167,255
1117,72167,2985
1117,72167,408
1118,220729,16551
1120,129019,20854
1122,67836,7
1122,67836,31
1124,70357,3994
1124,70357,14904
1125,237121,1924
1125,237121,15852
1125,237121,18751
1125,237121,16300
1125,237121,14734
1125,237121,1735
1125,237121,142
1125,237121,354
1125,237121,272
1125,237121,19031
1125,237121,1
1125,237121,1235
1125,237121,16327
1125,237121,15999
1125,237121,6086
1125,237121,6846
1125,237121,141
1125,237121,311
1125,237121,184
1126,82046,19211
1128,72215,70
1132,196293,333
1133,76771,14717
1133,76771,5851
1133,76771,22511
1136,172529,232
1136,172529,46
1139,66798,3
1139,66798,15182
1139,66798,760
1139,66798,34
1139,66798,2776
1139,66798,884
1139,66798,439
1144,86266,19
1144,86266,47
1144,86266,416
1145,96903,6
1145,96903,47
1145,96903,416
1146,193792,474
1149,191419,6677
1152,69351,359
1152,69351,333
1153,156988,720
1153,156988,3530
1153,156988,15993
1153,156988,22832
1153,156988,468
1153,156988,5062
1153,156988,210
1156,229669,22270
1157,87463,3130
1157,87463,2173
1157,87463,1295
1157,87463,416
1158,182451,2402
1158,182451,549
1158,182451,499
1158,182451,7547
1158,182451,92
1158,182451,135
1158,182451,2348
1160,200574,110
1160,200574,33
1160,200574,723
1161,85463,957
1161,85463,2684
1161,85463,22467
1161,85463,2998
1162,230644,16404
1163,184414,58
1167,158575,830
1167,158575,8044
1167,158575,1402
1167,158575,336
1173,75411,2981
1175,94767,3004
1175,94767,2958
1175,94767,781
1175,94767,2900
1175,94767,119
1179,88741,250
1179,88741,253
1179,88741,59
1179,88741,1937
1179,88741,713
1180,154187,317
1180,154187,3201
1182,108124,416
1182,108124,10
1184,160688,1998
1185,231477,6791
1185,231477,1876
1185,231477,16451
1185,231477,16450
1185,231477,23017
1185,231477,2579
1186,196062,5338
1190,98373,3004
1192,154531,468
1194,215194,9542
1197,219800,2148
1198,233983,16661
1200,89651,2774
1201,151357,22792
1201,151357,7948
1201,151357,19055
1201,151357,347
1201,151357,627
1201,151357,102
1201,151357,76
1201,151357,2052
1201,151357,27
1204,77328,15157
1205,70415,77
1206,187901,3320
1206,187901,1204
1207,88116,118
1210,74624,1794
1212,75381,4811
1212,75381,18
1212,75381,2015
1215,229306,15743
1216,215274,6996
1229,153166,360
1229,153166,253
1229,153166,2321
1232,100294,596
1240,191878,239
1240,191878,2531
1241,207388,761
1245,138840,1341
1245,138840,2917
1245,138840,153
1246,73867,1094
1247,205465,1459
1248,216197,4901
1249,93842,957
1249,93842,1786
1250,79527,19190
1250,79527,19195
1250,79527,18451
1251,95392,2136
1251,95392,371
1251,95392,5566
1256,104440,359
1256,104440,94
1256,104440,142
1257,183147,371
1258,118320,18751
1259,224725,2136
1259,224725,10084
1259,224725,697
1259,224725,3227
1259,224725,13
1259,224725,61
1259,224725,14190
1259,224725,1977
1259,224725,14189
1259,224725,1357
1259,224725,14564
1259,224725,18
1259,224725,408
1259,224725,6361
1259,224725,1273
1259,224725,14421
1260,104711,250
1260,104711,253
1260,104711,77
1262,168909,2072
1263,162449,1111
1263,162449,171
1266,211881,2115
1267,89708,47
1267,89708,2958
1267,89708,781
1267,89708,253
1267,89708,232
1267,89708,59
1267,89708,468
1267,89708,713
1269,189285,88
1271,150503,107
1278,215471,15705
1280,132173,272
1280,132173,302
1280,132173,2136
1280,132173,177
1282,78798,846
1282,78798,67
1285,167715,1
1287,176976,2640
1288,159268,94
1291,128936,19
1292,122903,19
1293,182705,8
1295,201178,287
1296,221289,3706
1299,128169,6
1299,128169,314
1300,142655,22785
1302,216806,2910
1302,216806,15614
1303,190941,20654
1306,113486,74
1306,113486,73
1307,163902,73
1307,163902,23482
1307,163902,21396
1307,163902,620
1307,163902,181
1307,163902,12925
1308,186261,42
1309,78115,61
1309,78115,7
1310,73786,1094
1310,73786,21649
1311,234446,256
1312,128001,222
1312,128001,19
1312,128001,142
1313,74958,2640
1313,74958,142
1314,76108,18841
1317,83582,177
1318,131781,3442
1319,192807,365
1320,81892,2136
1320,81892,46
1321,90556,177
1321,90556,195
1321,90556,903
1321,90556,322
1323,90719,222
1323,90719,253
1324,172814,21117
1328,91657,872
1330,175917,2169
1331,119406,20637
1332,121938,46
1334,183060,3847
1339,86224,2900
1341,108259,21596
1341,108259,192
1343,85343,995
1343,85343,2136
1343,85343,5417
1344,223079,21118
1344,223079,841
1345,194737,14045
1347,151336,4018
1348,81830,2086
1349,122077,222
1350,233268,6797
1350,233268,408
1354,155617,1946
1354,155617,3771
1354,155617,222
1354,155617,713
1355,193260,3575
1357,151229,5285
1362,187588,46
1363,89627,197
1364,236862,18149
1365,84525,2724
1365,84525,2740
1367,208623,9333
1367,208623,9335
1369,152415,3249
1372,154935,192
1372,154935,314
1374,159559,3527
1375,217857,12156
1376,130461,6755
1376,130461,9289
1377,225712,107
1378,158475,142
1380,91744,2747
1381,220860,142
1381,220860,858
1388,89632,15
1388,89632,16
1388,89632,4983
1388,89632,58
1388,89632,689
1389,202272,2083
1390,212356,673
1391,84432,406
1391,84432,357
1392,176640,2136
1393,154988,94
1393,154988,142
1397,154974,142
1399,101121,307
1400,97345,8
1400,97345,34
1402,203973,1874
1404,118734,695
1405,212319,126
1407,201311,1866
1410,211107,643
1411,191731,931
1412,195527,673
1414,197861,727
1414,197861,4862
1414,197861,155
1414,197861,285
1414,197861,314
1414,197861,417
1414,197861,59
1414,197861,27
1414,197861,166
